,booktitle,id,page,page.location,type,book.id,book.page,book.type,anchor.text,interventions,Key,Item.Type,PublicationYear,Author,Publication.Title,Url,Abstract.Note,Date,Date.Added,Date.Modified,Short.Title,Publisher,Place,Language,Archive,Archive.Location,Manual.Tags
764,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/116f/,116,f,Citation,https://derridas-margins.princeton.edu/titles/2/,352,Book,"Les techniques de d’©chiffrement, on le sait, n'ont cess’© de progresser ’¾ un rythme acc’©l’©r’©.",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
765,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/126b/,126,b,Footnote,https://derridas-margins.princeton.edu/titles/2/,342,Book,"La *XXIIe Semaine de synth’åse*, colloque dont le contenu a ’©t’© recueilli dans *L'’©criture et la psychologie des peuples*, fut plac’©e sous le signe de cette remarque de Marcel Cohen (*La grande invention de l'’©criture et son ’©volution*). Mais ’¾ chaque instant les riches communications propos’©es au cours de colloque pointent au-del’¾ du propos graphologique. M. Cohen reconna’Ât lui-m’éme la difficult’© et le caract’åre pr’©matur’© d'une telle t’¢cheÎ¾:Î¾ÎâÎ¾Evidemment, nous ne pouvons pas entier dans la voie de la graphologie des peuples : ce serait trop d’©licat, trop difficile. Mais nous pouvons ’©mettre cette id’©e que ce n'est pas uniquement par des raisons techniques qu'il y a des diff’©rences, il peut y avoir autre chose...Î¾Î (p. 342.)",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
766,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/126a/,126,a,Quotation,https://derridas-margins.princeton.edu/titles/2/,5,Book,"ÎâÎ¾Puisque les trac’©s individuels r’©v’ålent des particularit’©s d'esprit de celui qui ’©crit, les trac’©s nationaux doivent permettre dans une certaine mesure de rechercher des particularit’©s de l'esprit collectif des peuples.Î¾Î",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
767,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/119a/,119,a,Quotation,https://derridas-margins.princeton.edu/titles/2/,349,Book,"ÎâÎ¾C'est [la math’©matique] une langue sp’©ciale qui n'a plus aucun rapport avec le langage, c'est une esp’åce de langue
universelle, c'est-’¾-dire que nous constatons par les math’©matiques que le langage Š—” je me venge des linguistes Š—” est
absolument incapable de rendre compte de certaines formes de la pens’©e moderne. Et ’¾ ce moment-l’¾, l'’©criture, qui a
’©t’© tellement m’©connue, prend la place du langage, apr’ås avoir ’©t’© sa servanteÎ¾Î (EP. p. 349).",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
768,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/7d/,7,d,Footnote,https://derridas-margins.princeton.edu/titles/2/,,Book,"On peut la consid’©rer comme le d’©veloppement d'un essai publi’© dans la revue *Critique* (d’©cembre 1965 - janvier 1966). L'occasion nous en avait ’©t’© donn’© par trois importantes publicationsÎ¾: M. V.-David, *Le d’©bat sur les ’©critures et l'hi’©roglyphe aux XVIIe et XVIIIe si’åcles* (1965) (DE)Î¾; A. Leroi-Gourhan, *Le geste et la parole* (1965) (GP)Î¾; *L'’©criture et la psychologie des peuples* (Actes d'un colloque, 1963) (EP).",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
769,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/20a/,20,a,Footnote,https://derridas-margins.princeton.edu/titles/2/,126,Book,"Cf. par ex. EP. pp. 126, 148, 355, etc. D'un autre point de vue, cf. Jakobson, *Essais de linguistique g’©n’©rale* (tr. fr. p. 116)",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
770,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/125b/,125,b,Footnote,https://derridas-margins.princeton.edu/titles/2/,335-359,Book,"L'’©criture lin’©aire a donc bien Îâ constitu’©, pendant plusieurs mill’©naires, ind’©pendamment de son r’‚le de conservateur de la m’©moire collective, par son d’©roulement ’¾ une seule dimension, l'instrument d'analyse d'o’_ est sortie la pens’©e philosophique et scientifique. La conservation de la pens’©e peut maintenant ’étre con’_ue autrement que dans les livres qui ne gardent encore que pour peu de temps l'avantage de leur maniabilit’© rapide. Une vaste ÎâÎ¾magn’©toth’åqueÎ¾Î ’¾ s’©lection ’©lectronique livrera dans un futur proche l'information pr’©s’©lectionn’©e et restitu’©e instantan’©ment. La lecture gardera pendant des si’åcles encore son importance, malgr’© une sensible r’©gression pour la majorit’© des hommes, mais l'’©criture [entendons-la au sens d'inscription lin’©aire] est vraisemblablement appel’©e ’¾ dispara’Âtre rapidement, remplac’©e par des appareils dictaphones ’¾ impression automatique. Doit-on voir en cela une sorte de restitution de l'’©tat ant’©rieur ’¾ l'inf’©odation phon’©tique de la main ? Je penserais plut’‚t qu'il s'agit l’¾ d'un aspect du ph’©nom’åne g’©n’©ral de r’©gression manuelle (v. p. 60) et d'une nouvelle ÎâÎ¾lib’©rationÎ¾Î. Quant aux cons’©quences ’¾ longue ’©ch’©ance sur les
formes du raisonnement, sur un retour ’¾ la pens’©e diffuse et multidimensionnelle, elles sont impr’©visibles au point actuel. La pens’©e scientifique est plut’‚t g’én’©e par la n’©cessit’© de s'’©tirer dans la fili’åre typographique et il est certain que si quelque proc’©d’© permettait de pr’©senter les livres de telle sorte que la mati’åre des diff’©rents chapitres s'offre simultan’©ment sous toutes ses incidences, les auteurs et leurs usagers y trouveraient un avantage consid’©rable. Il
est certain toutefois que si le raisonnement scientifique n'a sans doute rien ’¾ perdre avec la disparition de l'’©criture, la philosophie, la litt’©rature verront sans doute leurs formes ’©voluer. Cela n'est pas particuli’årement regrettable puisque l'imprim’© conservera les formes de penser curieusement archa’Àques dont les hommes auront us’© pendant la p’©riode du graphisme alphab’©tiqueÎ¾; quant aux formes nouvelles elles seront aux anciennes comme l'acier au silex, non pas un instrument plus tranchant sans doute, mais un instrument plus maniable. L'’©criture passera dans l'infrastructure sans alt’©rer le fonctionnement de l'intelligence, comme une transition qui aura eu quelques mill’©naires de primaut’©.Î¾Î (GP, II, pp. 261-262. Cf. aussi EP, *Conclusions*.)",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
771,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/107b/,107,b,Footnote,https://derridas-margins.princeton.edu/titles/2/,352-353,Book,"M. V.-David en propose une explication particuli’åre. ÎâÎ¾Il est certain que, dans la pens’©e du XIXe si’åcle, un vide s'est produit, ’¾ la suite de l'apologie, trop exclusive, des faits de langue (commenc’©e avec Herder). Paradoxalement, le si’åcle des grands d’©chiffrements a fait table rase de la longue pr’©paration ’¾ ces d’©chiffrements, en affichant sa d’©saffection ’¾ l'’©gard du probl’åmes des signes... Ainsi un vide reste ’¾ combler, une continuit’© ’¾ r’©tablir... On ne saurait mieux faire en ce sens que de signaler... les textes de Leibniz qui traitent, souvent conjointement, des faits chinois et des projets d'’©criture universelle, et des multiples positions possibles de l'’©crit et du parl’©... Mais peut-’étre ne souffrons-nous pas uniquement des aveuglements du XIXe si’åcle ’¾ l'’©gard des signes. Sans doute notre qualit’© de scripteurs ÎâÎ¾alphab’©tiquesÎ¾Î concourt-elle puissamment aussi ’¾ nous dissimuler tels aspects essentiels de l'activit’© scripturaleÎ¾Î. (Intervention in E.P. p. 352-353).",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
772,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/20c/,20,c,Footnote,https://derridas-margins.princeton.edu/titles/2/,355,Book,"Cf. par ex. EP. pp. 126, 148, 355, etc. D'un autre point de vue, cf. Jakobson, *Essais de linguistique g’©n’©rale* (tr. fr. p. 116)",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
773,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/136a/,136,a,Footnote,https://derridas-margins.princeton.edu/titles/2/,,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
774,L'’©criture et le droit,https://derridas-margins.princeton.edu/references/de-la-grammatologie/136w/,136,w,Footnote,https://derridas-margins.princeton.edu/titles/239/,325-333,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,AJC6E23F,bookSection,1963,"L’©vy-Bruhl, Henri",L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/239/,1 reference,1963,8/10/18 19:17,8/10/18 19:17,L'’©criture et le droit,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,
775,L'Etat de guerre,https://derridas-margins.princeton.edu/references/de-la-grammatologie/28f/,28,f,Quotation,https://derridas-margins.princeton.edu/titles/202/,,Book,"ÎâÎ¾Si la loi naturelle n'’©tait ’©crite que dans la raison humaine, elle serait peu capable de diriger la plupart de nos actions. Mais elle est encore grav’©e dans le c–ur de l'homme en caract’åres ineffa’_ables. C'est l’¾ qu'elle lui crieŠ—_Î¾Î",,ENIQAZQA,bookSection,1964,"Rousseau, Jean-Jacques","Oeuvres compl’åtes de J.-J. Rousseau, vol. III",https://derridas-margins.princeton.edu/titles/202/,1 reference,1964,8/10/18 19:17,8/10/18 19:17,L'Etat de guerre,Gallimard,Paris,,,https://findingaids.princeton.edu/collections/RBD1/c10456,
776,L'interpr’©tation du r’éve,https://derridas-margins.princeton.edu/references/de-la-grammatologie/64c/,64,c,Citation,https://derridas-margins.princeton.edu/titles/229/,,Book,"Par un mouvement dont on sait ce qu'il donna ’¾ penser ’¾ Freud dans le *Traumdeutung*, Saussure accumule ainsi les arguments contradictoires pour emporter la d’©cision satisfaisanteÎ¾: l'exclusion de l'’©criture.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,L'êil vivant,https://derridas-margins.princeton.edu/references/de-la-grammatologie/198a/,198,a,Quotation,https://derridas-margins.princeton.edu/titles/122/,109,Book,"L'exp’©rience du ÎâÎ¾voleur vol’©Î¾Î que Starobinski d’©crit admirablement dans *L'–il vivant*, Jean-Jacques n'y est pas seulement livr’© dans le jeu de l'image sp’©culaire qui ÎâÎ¾capture son reflet et d’©nonce sa pr’©senceÎ¾Î (p. 109).",,32FFR4F9,book,1961,"Starobinski, Jean",,https://derridas-margins.princeton.edu/titles/122/,2 references 2 pages with documented annotations,1961,8/10/18 19:17,8/10/18 19:17,L'êil vivant,Gallimard,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c10447,annotated; extant; digital edition
